service,field_name,type,is_enum,possible_values,values_source,operators,dependency_index_entity,in_direct_vars
vpcflowlogs,OverlapStatus,string,Yes,"overlapping, nonoverlapping, ignored",direct_vars,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",ec2.ipam_resource_cidr_overlap_status,Yes
vpcflowlogs,PayerResponsibility,string,Yes,ServiceOwner,direct_vars,"equals, not_equals, contains, in",ec2.service_configuration_payer_responsibility,Yes
vpcflowlogs,PaymentOption,string,Yes,"AllUpfront, PartialUpfront, NoUpfront",direct_vars,"equals, not_equals, contains, in",ec2.offering_set_payment_option,Yes
vpcflowlogs,Period,string,Yes,"five-minutes, fifteen-minutes, one-hour, three-hours, one-day, one-week",direct_vars,"equals, not_equals, contains, in",ec2.subscription_period,Yes
vpcflowlogs,Permission,string,Yes,"INSTANCE-ATTACH, EIP-ASSOCIATE",direct_vars,"equals, not_equals, contains, in",ec2.network_interface_permission_permission,Yes
vpcflowlogs,PersistRoutesState,string,Yes,"enabling, enabled, resetting, disabling, disabled, modifying",direct_vars,"equals, not_equals, in, not_in",ec2.route_server_persist_routes_state,Yes
vpcflowlogs,PhcSupport,string,Yes,"unsupported, supported",direct_vars,"equals, not_equals, contains, in",ec2.instance_typ_phc_support,Yes
vpcflowlogs,Platform,string,Yes,Windows,direct_vars,"contains, equals, not_equals",ec2.imag_platform,Yes
vpcflowlogs,PrincipalType,string,Yes,"All, Service, OrganizationUnit, Account, User, Role",direct_vars,"equals, not_equals, contains, in",ec2.allowed_principal_principal_type,Yes
vpcflowlogs,ProductCodeType,string,Yes,"devpay, marketplace",direct_vars,"equals, not_equals, contains, in",ec2.product_cod_product_code_type,Yes
vpcflowlogs,ProductDescription,string,Yes,"Linux/UNIX, Linux/UNIX (Amazon VPC), Windows, Windows (Amazon VPC)",direct_vars,"equals, not_equals, contains, in",ec2.reserved_instanc_product_description,Yes
vpcflowlogs,Protocol,string,Yes,"tcp, udp",direct_vars,"equals, not_equals, contains, in",ec2.network_insights_path_protocol,Yes
vpcflowlogs,ProvisioningStatus,string,Yes,"available, pending, failed",direct_vars,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",ec2.active_vpn_tunnel_statu_provisioning_status,Yes
vpcflowlogs,PublicIpSource,string,Yes,"amazon, byoip",direct_vars,"equals, not_equals, contains, in",ec2.ipam_pool_public_ip_source,Yes
vpcflowlogs,RebootMigrationSupport,string,Yes,"unsupported, supported",direct_vars,"equals, not_equals, contains, in",ec2.instance_typ_reboot_migration_support,Yes
vpcflowlogs,ReservationEndDateType,string,Yes,"limited, unlimited",direct_vars,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",ec2.metric_dimension_result_reservation_end_date_type,Yes
vpcflowlogs,ReservationState,string,Yes,"active, expired, cancelled, scheduled, pending, failed, delayed, unsupported, payment-pending, payment-failed, retired",direct_vars,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",ec2.metric_dimension_result_reservation_state,Yes
vpcflowlogs,ReservationType,string,Yes,"default, capacity-block",direct_vars,"equals, not_equals, in, not_in",ec2.capacity_reservation_reservation_type,Yes
vpcflowlogs,ResourceComplianceStatus,string,Yes,"compliant, noncompliant, unmanaged, ignored",direct_vars,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",ec2.history_record_resource_compliance_status,Yes
vpcflowlogs,ResourceDiscoveryStatus,string,Yes,"active, not-found",direct_vars,"equals, not_equals, in, not_in",ec2.ipam_resource_discovery_association_resource_discovery_status,Yes
vpcflowlogs,ResourceOverlapStatus,string,Yes,"overlapping, nonoverlapping, ignored",direct_vars,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",ec2.history_record_resource_overlap_status,Yes
vpcflowlogs,RootDeviceType,string,Yes,"ebs, instance-store",direct_vars,"equals, not_equals, in, not_in",ec2.imag_root_device_type,Yes
vpcflowlogs,RouteStatus,string,Yes,"in-rib, in-fib",direct_vars,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",ec2.rout_route_status,Yes
vpcflowlogs,RuleAction,string,Yes,"accept, reject",direct_vars,"equals, not_equals, contains, in",ec2.traffic_mirror_filter_rul_rule_action,Yes
vpcflowlogs,RuleType,string,Yes,"static-cidr, ipam-resource-cidr, ipam-pool-cidr",direct_vars,"equals, not_equals, contains, in",ec2.rul_rule_type,Yes
vpcflowlogs,Schedule,string,Yes,hourly,direct_vars,"equals, not_equals, contains, in",ec2.capacity_manager_data_export_schedule,Yes
vpcflowlogs,Scope,string,Yes,"Availability Zone, Region",direct_vars,"equals, not_equals, contains, in",ec2.reserved_instanc_scope,Yes
vpcflowlogs,Service,string,Yes,"nat-gateway, database-migration-service, redshift, elastic-container-service, relational-database-service, site-to-site-vpn, load-balancer, global-accelerator, cloudfront, other",direct_vars,"equals, not_equals, contains, in",ec2.ipam_discovered_public_address_service,Yes
vpcflowlogs,ServiceManaged,string,Yes,"alb, nlb, rnat, rds",direct_vars,"equals, not_equals, contains, in",ec2.address_service_managed,Yes
vpcflowlogs,ServiceState,string,Yes,"Pending, Available, Deleting, Deleted, Failed",direct_vars,"equals, not_equals, in, not_in",ec2.service_configuration_service_state,Yes
vpcflowlogs,SpotFleetRequestState,string,Yes,"submitted, active, cancelled, failed, cancelled_running, cancelled_terminating, modifying",direct_vars,"equals, not_equals, in, not_in",ec2.spot_fleet_request_config_spot_fleet_request_state,Yes
vpcflowlogs,SpreadLevel,string,Yes,"host, rack",direct_vars,"equals, not_equals, in, not_in",ec2.placement_group_spread_level,Yes
vpcflowlogs,SqlServerLicenseUsage,string,Yes,"full, waived",direct_vars,"equals, not_equals, contains, in",ec2.instanc_sql_server_license_usage,Yes
vpcflowlogs,SseType,string,Yes,"sse-ebs, sse-kms, none",direct_vars,"contains, equals, not_equals",ec2.snapshot_sse_type,Yes
vpcflowlogs,Statistic,string,Yes,p50,direct_vars,"equals, not_equals, contains, in",ec2.subscription_statistic,Yes
vpcflowlogs,Status,string,Yes,"running, cancelled, complete, error",direct_vars,"contains, equals, not_equals",ec2.client_vpn_endpoint_status,Yes
vpcflowlogs,StorageTier,string,Yes,"archive, standard",direct_vars,"equals, not_equals, contains, in",ec2.snapshot_tier_status_storage_tier,Yes
vpcflowlogs,Strategy,string,Yes,"cluster, spread, partition",direct_vars,"equals, not_equals, contains, in",ec2.placement_group_strategy,Yes
vpcflowlogs,TargetVolumeType,string,Yes,"standard, io1, io2, gp2, sc1, st1, gp3",direct_vars,"equals, not_equals, in, not_in",ec2.volumes_modification_target_volume_type,Yes
vpcflowlogs,TaskState,string,Yes,"successful, failed, in-progress, pending",direct_vars,"equals, not_equals, in, not_in",ec2.mac_modification_task_task_state,Yes
vpcflowlogs,TaskType,string,Yes,"sip-modification, volume-ownership-delegation",direct_vars,"equals, not_equals, in, not_in",ec2.mac_modification_task_task_type,Yes
vpcflowlogs,Tenancy,string,Yes,default,direct_vars,"equals, not_equals, contains, in",ec2.capacity_reservation_fleet_tenancy,Yes
vpcflowlogs,Tier,string,Yes,"free, advanced",direct_vars,"equals, not_equals, contains, in",ec2.ipam_tier,Yes
vpcflowlogs,TpmSupport,string,Yes,v2.0,direct_vars,"equals, not_equals, contains, in",ec2.imag_tpm_support,Yes
vpcflowlogs,TrafficDirection,string,Yes,"ingress, egress",direct_vars,"equals, not_equals, contains, in",ec2.traffic_mirror_filter_rul_traffic_direction,Yes
vpcflowlogs,TrafficIpAddressType,string,Yes,"ipv4, ipv6, dual-stack",direct_vars,"equals, not_equals, in, not_in",ec2.client_vpn_endpoint_traffic_ip_address_type,Yes
vpcflowlogs,TrafficType,string,Yes,"ACCEPT, REJECT, ALL",direct_vars,"equals, not_equals, in, not_in",ec2.flow_log_traffic_type,Yes
vpcflowlogs,TransferType,string,Yes,"time-based, standard",direct_vars,"equals, not_equals, in, not_in",ec2.snapshot_transfer_type,Yes
vpcflowlogs,TransportProtocol,string,Yes,"tcp, udp",direct_vars,"equals, not_equals, contains, in",ec2.client_vpn_endpoint_transport_protocol,Yes
vpcflowlogs,TrustProviderType,string,Yes,"user, device",direct_vars,"equals, exists, in, not_equals",ec2.verified_access_trust_provider_trust_provider_type,Yes
vpcflowlogs,UserTrustProviderType,string,Yes,"iam-identity-center, oidc",direct_vars,"equals, exists, in, not_equals",ec2.verified_access_trust_provider_user_trust_provider_type,Yes
vpcflowlogs,VirtualizationType,string,Yes,"hvm, paravirtual",direct_vars,"equals, not_equals, in, not_in",ec2.imag_virtualization_type,Yes
vpcflowlogs,VolumeType,string,Yes,"standard, io1, io2, gp2, sc1, st1, gp3",direct_vars,"contains, equals, not_equals",ec2.volum_volume_type,Yes
vpcflowlogs,VpcEndpointState,string,Yes,"PendingAcceptance, Pending, Available, Deleting, Deleted, Rejected, Failed, Expired, Partial",direct_vars,"equals, not_equals, in, not_in",ec2.vpc_endpoint_connection_vpc_endpoint_state,Yes
vpcflowlogs,VpcEndpointType,string,Yes,"Interface, Gateway, GatewayLoadBalancer, Resource, ServiceNetwork",direct_vars,"equals, not_equals, in, not_in",ec2.vpc_endpoint_vpc_endpoint_type,Yes
vpcflowlogs,VpnProtocol,string,Yes,openvpn,direct_vars,"equals, not_equals, contains, in",ec2.client_vpn_endpoint_vpn_protocol,Yes
waf,ChangeToken,string,Yes,"INSYNC, PENDING, PROVISIONED",boto3_deps,"contains, equals, not_equals",waf.change_token,Yes
waf,ChangeTokenStatus,,Yes,"INSYNC, PENDING, PROVISIONED",boto3_deps,"equals, not_equals, gt, lt, gte, lte",waf.change_token_status,Yes
waf,RateKey,string,Yes,IP,direct_vars,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",waf.rule_rate_key,Yes
waf,Type,string,Yes,"REGULAR, RATE_BASED, GROUP",direct_vars,"equals, not_equals, in, not_in",waf.activated_rul_type,Yes
waf,Status,string,Yes,"INSYNC, PENDING, PROVISIONED",boto3_deps,"equals, not_equals, in",waf.item_loggingconfigurations,Yes
waf-regional,ChangeToken,string,Yes,"INSYNC, PENDING, PROVISIONED",boto3_deps,"contains, equals, not_equals",waf-regional.change_token_change_token,Yes
waf-regional,ChangeTokenStatus,,Yes,"INSYNC, PENDING, PROVISIONED",boto3_deps,"equals, not_equals, gt, lt, gte, lte",waf-regional.change_token_statu_change_token_status,Yes
waf-regional,RateKey,string,Yes,IP,direct_vars,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",waf-regional.rule_rate_key,Yes
waf-regional,Type,string,Yes,"REGULAR, RATE_BASED, GROUP",direct_vars,"equals, not_equals, in, not_in",waf-regional.activated_rul_type,Yes
waf-regional,Status,string,Yes,"INSYNC, PENDING, PROVISIONED",boto3_deps,"equals, not_equals, in",waf-regional.item_loggingconfigurations,Yes
wafv2,IPAddressVersion,string,Yes,"IPV4, IPV6",direct_vars,"equals, not_equals, contains, in",wafv2.ip_set_ip_address_version,Yes
wafv2,LogScope,string,Yes,"CUSTOMER, SECURITY_LAKE",direct_vars,"equals, not_equals, contains, in",wafv2.logging_configuration_log_scope,Yes
wafv2,LogType,string,Yes,WAF_LOGS,direct_vars,"equals, not_equals, contains, in",wafv2.logging_configuration_log_type,Yes
wafv2,Version,string,Yes,"IPV4, IPV6",boto3_deps,"equals, not_equals, contains, in",wafv2.api_key_summary_version,Yes
wellarchitected,Answer,,Yes,"ANSWERED, UNANSWERED",boto3_deps,"equals, not_equals, contains, in",wellarchitected.answer_answer,Yes
wellarchitected,AnswerStatus,string,Yes,"UNANSWERED, ANSWERED",direct_vars,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",wellarchitected.answer_answer_status,Yes
wellarchitected,DiscoveryIntegrationStatus,boolean,Yes,"ENABLED, DISABLED",direct_vars,"contains, equals, not_equals",wellarchitected.discovery_integration_status,Yes
wellarchitected,Environment,string,Yes,"PRODUCTION, PREPRODUCTION",direct_vars,"equals, not_equals, contains, in",wellarchitected.workload_environment,Yes
wellarchitected,ImprovementStatus,string,Yes,"NOT_APPLICABLE, NOT_STARTED, IN_PROGRESS, COMPLETE, RISK_ACKNOWLEDGED",direct_vars,"equals, not_equals, in, not_in",wellarchitected.workload_summary_improvement_status,Yes
wellarchitected,IndustryType,string,Yes,"LENS_VERSION_DEPRECATED, LENS_VERSION_UPGRADED, PROFILE_ANSWERS_UPDATED, PROFILE_DELETED",boto3_deps,"equals, not_equals, contains, in",wellarchitected.workload_industry_type,Yes
wellarchitected,IntegrationStatus,string,Yes,"CONFIGURED, NOT_CONFIGURED",direct_vars,"equals, not_equals, in, not_in",wellarchitected.jira_configuration_integration_status,Yes
wellarchitected,IssueManagementStatus,string,Yes,"ENABLED, DISABLED",direct_vars,"equals, not_equals, in, not_in",wellarchitected.jira_configuration_issue_management_status,Yes
wellarchitected,IssueManagementType,boolean,Yes,"AUTO, MANUAL",direct_vars,"equals, not_equals",wellarchitected.jira_configuration_issue_management_type,Yes
wellarchitected,Lens,,Yes,"AWS_OFFICIAL, CURRENT, CUSTOM_SELF, CUSTOM_SHARED, DELETED, DEPRECATED, NOT_CURRENT, UNSHARED",boto3_deps,"equals, not_equals, contains, in",wellarchitected.len_lens,Yes
wellarchitected,LensStatus,string,Yes,"CURRENT, NOT_CURRENT, DEPRECATED, DELETED, UNSHARED",direct_vars,"equals, not_equals, in, not_in",wellarchitected.lens_summary_lens_status,Yes
wellarchitected,LensType,string,Yes,"AWS_OFFICIAL, CUSTOM_SHARED, CUSTOM_SELF",direct_vars,"equals, not_equals, in, not_in",wellarchitected.lens_summary_lens_type,Yes
wellarchitected,MetricType,string,Yes,WORKLOAD,direct_vars,"equals, not_equals, contains, in",wellarchitected.metric_metric_type,Yes
wellarchitected,OrganizationSharingStatus,string,Yes,"ENABLED, DISABLED",direct_vars,"contains, equals, not_equals",wellarchitected.discovery_integration_status,Yes
wellarchitected,PermissionType,string,Yes,"READONLY, CONTRIBUTOR",direct_vars,"equals, not_equals, in, not_in",wellarchitected.share_invitation_summary_permission_type,Yes
wellarchitected,PrioritizedRiskCounts,integer,Yes,"HIGH, MEDIUM, NONE, NOT_APPLICABLE, UNANSWERED",boto3_deps,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",wellarchitected.workload_summary_prioritized_risk_counts,Yes
wellarchitected,Provider,string,Yes,TRUSTED_ADVISOR,direct_vars,"equals, not_equals, contains, in",wellarchitected.check_detail_provider,Yes
wellarchitected,QuestionType,string,Yes,"PRIORITIZED, NON_PRIORITIZED",direct_vars,"equals, not_equals, contains, in",wellarchitected.answer_summary_question_type,Yes
wellarchitected,Reason,string,Yes,"OUT_OF_SCOPE, BUSINESS_PRIORITIES, ARCHITECTURE_CONSTRAINTS, OTHER, NONE",direct_vars,"equals, not_equals, contains, in",wellarchitected.answer_reason,Yes
wellarchitected,Risk,boolean,Yes,"UNANSWERED, HIGH, MEDIUM, NONE, NOT_APPLICABLE",direct_vars,"equals, not_equals, contains, in",wellarchitected.answer_risk,Yes
wellarchitected,RiskCounts,integer,Yes,"HIGH, MEDIUM, NONE, NOT_APPLICABLE, UNANSWERED",boto3_deps,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",wellarchitected.workload_summary_risk_counts,Yes
wellarchitected,ShareResourceType,string,Yes,"WORKLOAD, LENS, PROFILE, TEMPLATE",direct_vars,"equals, not_equals, in, not_in",wellarchitected.share_invitation_summary_share_resource_type,Yes
wellarchitected,Status,string,Yes,"OKAY, WARNING, ERROR, NOT_AVAILABLE, FETCH_FAILED",direct_vars,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",wellarchitected.check_detail_status,Yes
wellarchitected,StatusMessage,string,Yes,"ACCEPTED, ASSOCIATED, ASSOCIATING, ERROR, EXPIRED, FAILED, FETCH_FAILED, NOT_AVAILABLE, OKAY, PENDING, REJECTED, REVOKED, WARNING",boto3_deps,"equals, not_equals, in, not_in",wellarchitected.jira_configuration_status_message,Yes
wellarchitected,Type,string,Yes,"LENS_VERSION_UPGRADED, LENS_VERSION_DEPRECATED",direct_vars,"equals, not_equals, in, not_in",wellarchitected.notification_summary_type,Yes
wellarchitected,UpdateStatus,string,Yes,"CURRENT, LENS_NOT_CURRENT",direct_vars,"equals, not_equals, in, not_in",wellarchitected.review_templat_update_status,Yes
wisdom,associationType,string,Yes,KNOWLEDGE_BASE,direct_vars,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",wisdom.assistant_association_association_type,Yes
wisdom,importJobType,string,Yes,QUICK_RESPONSES,direct_vars,"equals, not_equals, contains, in",wisdom.import_job_import_job_type,Yes
wisdom,knowledgeBaseType,string,Yes,"EXTERNAL, CUSTOM, QUICK_RESPONSES",direct_vars,"equals, not_equals, in, not_in",wisdom.knowledge_base_summary_knowledge_base_type,Yes
wisdom,relevanceLevel,string,Yes,"HIGH, MEDIUM, LOW",direct_vars,"equals, not_equals, contains, in",wisdom.recommendation_relevance_level,Yes
wisdom,type,string,Yes,AGENT,direct_vars,"equals, in, not_equals",wisdom.assistant_summary_type,Yes
wisdom,Status,string,Yes,"ACTIVE, COMPLETE, CREATED, CREATE_FAILED, CREATE_IN_PROGRESS, DELETED, DELETE_FAILED, DELETE_IN_PROGRESS, FAILED, START_IN_PROGRESS, UPDATE_FAILED, UPDATE_IN_PROGRESS",boto3_deps,"equals, not_equals, in",wisdom.assistant_summary_integration_configuration,Yes
wisdom,status,string,Yes,"ACTIVE, COMPLETE, CREATED, CREATE_FAILED, CREATE_IN_PROGRESS, DELETED, DELETE_FAILED, DELETE_IN_PROGRESS, FAILED, START_IN_PROGRESS, UPDATE_FAILED, UPDATE_IN_PROGRESS",boto3_deps,"equals, not_equals, in, not_in",,No
workdocs,ContentType,string,Yes,"ADMIN, ANONYMOUS, DOCUMENT_ANNOTATION_ADDED, DOCUMENT_ANNOTATION_DELETED, DOCUMENT_CHECKED_IN, DOCUMENT_CHECKED_OUT, DOCUMENT_COMMENT_ADDED, DOCUMENT_COMMENT_DELETED, DOCUMENT_MOVED, DOCUMENT_RECYCLED, DOCUMENT_RENAMED, DOCUMENT_RESTORED, DOCUMENT_REVERTED, DOCUMENT_SHAREABLE_LINK_CREATED, DOCUMENT_SHAREABLE_LINK_PERMISSION_CHANGED, DOCUMENT_SHAREABLE_LINK_REMOVED, DOCUMENT_SHARED, DOCUMENT_SHARE_PERMISSION_CHANGED, DOCUMENT_UNSHARED, DOCUMENT_VERSION_DELETED, DOCUMENT_VERSION_DOWNLOADED, DOCUMENT_VERSION_UPLOADED, DOCUMENT_VERSION_VIEWED, FOLDER_CREATED, FOLDER_DELETED, FOLDER_MOVED, FOLDER_RECYCLED, FOLDER_RENAMED, FOLDER_RESTORED, FOLDER_SHAREABLE_LINK_CREATED, FOLDER_SHAREABLE_LINK_PERMISSION_CHANGED, FOLDER_SHAREABLE_LINK_REMOVED, FOLDER_SHARED, FOLDER_SHARE_PERMISSION_CHANGED, FOLDER_UNSHARED, GROUP, INVITE, MINIMALUSER, ORGANIZATION, POWERUSER, USER, WORKSPACESUSER",boto3_deps,"equals, not_equals, contains, in",workdocs.document_version_content_type,Yes
workdocs,Locale,string,Yes,"en, fr, ko, de, es, ja, ru, zh_CN, zh_TW, pt_BR, default",direct_vars,"equals, not_equals, contains, in",workdocs.user_locale,Yes
workdocs,Protocol,string,Yes,"HTTPS, SQS",direct_vars,"equals, not_equals, contains, in",workdocs.subscription_protocol,Yes
workdocs,ResourceState,string,Yes,"ACTIVE, RESTORING, RECYCLING, RECYCLED",direct_vars,"equals, not_equals, in, not_in",workdocs.folder_resource_state,Yes
workdocs,Source,string,Yes,"ACTIVE, COMMENT, DOCUMENT, DOCUMENT_VERSION, FOLDER, RECYCLED, RECYCLING, RESTORING",boto3_deps,"equals, not_equals, contains, in",workdocs.document_version_source,Yes
workdocs,Status,string,Yes,"ACTIVE, INACTIVE, PENDING",direct_vars,"equals, not_equals, in, not_in",workdocs.user_status,Yes
workdocs,Type,string,Yes,"DOCUMENT_CHECKED_IN, DOCUMENT_CHECKED_OUT, DOCUMENT_RENAMED, DOCUMENT_VERSION_UPLOADED, DOCUMENT_VERSION_DELETED, DOCUMENT_VERSION_VIEWED, DOCUMENT_VERSION_DOWNLOADED, DOCUMENT_RECYCLED, DOCUMENT_RESTORED, DOCUMENT_REVERTED, DOCUMENT_SHARED, DOCUMENT_UNSHARED, DOCUMENT_SHARE_PERMISSION_CHANGED, DOCUMENT_SHAREABLE_LINK_CREATED, DOCUMENT_SHAREABLE_LINK_REMOVED, DOCUMENT_SHAREABLE_LINK_PERMISSION_CHANGED, DOCUMENT_MOVED, DOCUMENT_COMMENT_ADDED, DOCUMENT_COMMENT_DELETED, DOCUMENT_ANNOTATION_ADDED, DOCUMENT_ANNOTATION_DELETED, FOLDER_CREATED, FOLDER_DELETED, FOLDER_RENAMED, FOLDER_RECYCLED, FOLDER_RESTORED, FOLDER_SHARED, FOLDER_UNSHARED, FOLDER_SHARE_PERMISSION_CHANGED, FOLDER_SHAREABLE_LINK_CREATED, FOLDER_SHAREABLE_LINK_REMOVED, FOLDER_SHAREABLE_LINK_PERMISSION_CHANGED, FOLDER_MOVED",direct_vars,"equals, not_equals, in, not_in",workdocs.user_activity_type,Yes
workdocs,Visibility,boolean,Yes,"PUBLIC, PRIVATE",direct_vars,"equals, not_equals, contains, in",workdocs.comment_visibility,Yes
workdocs,ResourceType,string,Yes,"COMMENT, DOCUMENT, DOCUMENT_VERSION, FOLDER",boto3_deps,"equals, not_equals, in, not_in",,No
workflows,level,string,Yes,"ALL, ERROR, FATAL, OFF",direct_vars,"equals, not_equals, contains, in",stepfunctions.logging_configuration_level,Yes
workflows,status,string,Yes,"RUNNING, SUCCEEDED, FAILED, TIMED_OUT, ABORTED, PENDING_REDRIVE",direct_vars,"equals, in, not_equals",stepfunctions.execution_status,Yes
workflows,type,string,Yes,"STANDARD, EXPRESS",direct_vars,"equals, in, not_equals",stepfunctions.state_machin_type,Yes
workmail,Action,string,Yes,"NONE, DELETE, PERMANENTLY_DELETE",direct_vars,"equals, not_equals, contains, in",workmail.folder_configuration_action,Yes
workmail,Actions,string,Yes,"DELETE, NONE, PERMANENTLY_DELETE",boto3_deps,"equals, not_equals, contains, in",workmail.rul_actions,Yes
workmail,AuthenticationMode,,Yes,"IDENTITY_PROVIDER_AND_DIRECTORY, IDENTITY_PROVIDER_ONLY",boto3_deps,"equals, not_equals, gt, lt, gte, lte",workmail.identity_center_configuration_authentication_mode,Yes
workmail,DeviceTypes,string,Yes,"EQUIPMENT, FULL_ACCESS, GROUP, READ_ONLY, RESOURCE, ROOM, USER",boto3_deps,"equals, not_equals, contains, in",workmail.rul_device_types,Yes
workmail,DirectoryType,,Yes,"EQUIPMENT, FULL_ACCESS, GROUP, READ_ONLY, RESOURCE, ROOM, USER",boto3_deps,"equals, not_equals, contains, in",workmail.organization_id_directory_type,Yes
workmail,DisplayName,boolean,Yes,"DELETED_ITEMS, DRAFTS, INBOX, JUNK_EMAIL, SENT_ITEMS",boto3_deps,"equals, not_equals, contains, in",workmail.user_display_name,Yes
workmail,DkimVerificationStatus,,Yes,"FAILED, PENDING, VERIFIED",boto3_deps,"equals, not_equals, gt, lt, gte, lte",workmail.record_dkim_verification_status,Yes
workmail,DomainName,string,Yes,"DELETED_ITEMS, DRAFTS, INBOX, JUNK_EMAIL, SENT_ITEMS",boto3_deps,"equals, not_equals, contains, in",workmail.availability_configuration_domain_name,Yes
workmail,Effect,string,Yes,"ALLOW, DENY",direct_vars,"equals, not_equals, contains, in",workmail.rul_effect,Yes
workmail,GranteeType,string,Yes,"GROUP, USER",direct_vars,"equals, not_equals, contains, in",workmail.permission_grantee_type,Yes
workmail,GroupName,string,Yes,"DELETED_ITEMS, DRAFTS, INBOX, JUNK_EMAIL, SENT_ITEMS",boto3_deps,"equals, not_equals, contains, in",workmail.group_group_name,Yes
workmail,Hostname,string,Yes,"DELETED_ITEMS, DRAFTS, INBOX, JUNK_EMAIL, SENT_ITEMS",boto3_deps,"equals, not_equals, contains, in",workmail.record_hostname,Yes
workmail,Name,string,Yes,"INBOX, DELETED_ITEMS, SENT_ITEMS, DRAFTS, JUNK_EMAIL",direct_vars,"equals, not_equals, contains, in",workmail.folder_configuration_name,Yes
workmail,NotActions,string,Yes,"DELETE, NONE, PERMANENTLY_DELETE",boto3_deps,"equals, not_equals, contains, in",workmail.rul_not_actions,Yes
workmail,NotDeviceTypes,string,Yes,"EQUIPMENT, FULL_ACCESS, GROUP, READ_ONLY, RESOURCE, ROOM, USER",boto3_deps,"equals, not_equals, contains, in",workmail.rul_not_device_types,Yes
